"AnnualIncome","CreditScore","Experience","LoanDuration","NumberOfDependents","MonthlyDebtPayments","CreditCardUtilizationRate","NumberOfOpenCreditLines","NumberOfCreditInquiries","DebtToIncomeRatio","PaymentHistory","LengthOfCreditHistory","SavingsAccountBalance","CheckingAccountBalance","TotalAssets","TotalLiabilities","UtilityBillsPaymentHistory","JobTenure","InterestRate","MonthlyLoanPayment","TotalDebtToIncomeRatio","LoanApproved","EmploymentStatus_Self-Employed","EmploymentStatus_Unemployed","EducationLevel_Associate","EducationLevel_High School","EducationLevel_Master","EducationLevel_Other","MaritalStatus_Divorced","MaritalStatus_Other","MaritalStatus_Single","HomeOwnershipStatus_Other","HomeOwnershipStatus_Own","HomeOwnershipStatus_Rent","LoanPurpose_Auto","LoanPurpose_Debt Consolidation","LoanPurpose_Education","LoanPurpose_Other"
29349,570,9,96,2,389,0.147994176774916,5,2,0.0719280954556733,29,4,11187,1186,56865,54858,0.545946377576461,2,0.3382764,966.157816270156,0.554086810291386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
22698,630,2,36,1,165,0.221657506559778,5,2,0.302651635379094,22,8,3441,681,121192,18803,0.710975317581902,2,0.203860793300342,284.089950138918,0.237425297456473,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
26541,617,35,48,0,410,0.112461055716676,2,2,0.118816761268484,16,26,3388,79,117767,50710,0.872977465890315,7,0.227746561710388,897.883016896917,0.591334019168946,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
16070,562,18,96,1,371,0.149837845657249,3,0,0.272989871352703,17,2,1321,1003,108513,4811,0.950811129793835,9,0.291953050803062,740.57613256634,0.830050627927572,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
90083,581,25,36,4,433,0.45215648499349,1,1,0.32134426937132,23,23,1362,596,72026,43396,0.916532680652841,3,0.197088688486589,1016.51720268723,0.193090887650797,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
28481,632,17,36,0,412,0.0914950280432423,4,0,0.414573853629521,20,27,2701,3032,13578,6641,0.810738080310528,9,0.148100630975771,443.218012564232,0.360332016107959,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0
25192,560,20,36,2,480,0.37181306433249,4,1,0.319135128689248,32,25,5336,2204,143091,57162,0.89709560324524,7,0.221748283456914,828.170213139183,0.623136017690942,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
78101,526,12,36,4,345,0.164551366341504,7,0,0.156237431412694,25,11,3210,212,28446,8541,0.526690605732901,0,0.238078753108573,556.262053626886,0.138476391384523,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
15000,534,3,60,3,497,0.252124061551221,1,1,0.238207171545896,32,20,2582,994,61743,14099,0.759309215013309,5,0.272035153238751,607.62338270566,0.883698706164528,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0
49341,631,38,36,0,487,0.409368856068085,3,1,0.256680767691853,19,18,4896,923,81454,42926,0.652381204256686,3,0.187196393788911,1224.98594437255,0.41636430823191,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
107659,607,14,96,1,399,0.0523118629426809,5,0,0.389597131520311,27,25,718,3367,159378,12852,0.805885933132401,5,0.264646369215665,491.770114007878,0.0992879496195816,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0
86245,445,12,48,4,581,0.207382961161244,6,0,0.197389753604672,23,23,2432,722,22024,25797,0.583794783304033,6,0.287626603344967,600.563879460074,0.164401026767011,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
98074,620,16,60,3,495,0.483377118452533,1,0,0.406729752125508,22,6,6384,1472,33453,43942,0.792768178145871,6,0.222123446500296,446.943328692738,0.11525297167764,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
39808,619,7,60,3,365,0.074351710109728,2,1,0.245130399510461,29,20,6266,1722,40123,10880,0.642450320451553,4,0.1708216,448.814147931302,0.24532178896643,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
18856,580,27,36,0,355,0.0876366678669921,3,1,0.19106276075103,26,10,8849,4164,71576,29120,0.750518727251602,6,0.216900369634594,619.209124697898,0.619988836252374,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
101388,642,22,48,0,209,0.244352528180931,0,0,0.483182595911102,26,9,10960,874,71923,9400,0.883077288741443,6,0.202530155774124,674.760235364669,0.104599388728213,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
80085,530,10,48,1,790,0.312283155228254,3,1,0.3957181328655,27,26,899,912,96053,35862,0.749267137132977,7,0.22975405056764,689.906245261752,0.221750327066754,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
30579,571,16,120,0,533,0.208347198141405,0,1,0.583125688062165,32,16,2158,380,19003,7544,0.565549626342641,3,0.331470268244615,1533.90818254225,0.811108871791328,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
18391,552,9,96,4,423,0.118647402863601,2,1,0.318222047632978,28,19,1101,2000,33399,1830,0.780627477913446,5,0.265035366467374,245.965111298486,0.436495097361852,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
51404,563,28,12,2,191,0.0608261911234042,7,3,0.241505611149717,31,2,4899,2393,77301,40986,0.953002185292988,3,0.194515642683599,872.548058075406,0.248279836139306,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0
101044,615,16,36,1,247,0.129470395664483,2,1,0.305500203320379,25,6,5732,943,86766,29039,0.76500506681918,4,0.161246220163284,552.790991442544,0.0949832933901125,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
40358,619,16,60,4,367,0.0315061591924497,2,1,0.460580097197881,28,8,2366,529,66332,6591,0.71686711034888,9,0.224986695328537,297.699077299139,0.197640837692395,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0
63122,656,34,24,3,373,0.195690866278924,2,1,0.201938864180875,24,6,975,893,49916,6340,0.817170250195938,4,0.163762158905401,929.49184241671,0.247614177450026,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
120353,511,24,72,3,624,0.182409890346702,2,1,0.0253773080144832,20,9,1280,957,22872,42977,0.60486420714227,4,0.288520797297085,704.734859803707,0.13248376291114,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
41312,545,12,36,1,850,0.465417333647017,4,2,0.414329564519384,20,7,3994,520,84698,14701,0.589710724613768,4,0.266026944757918,1473.78208352425,0.674994795756463,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
61971,494,26,108,0,879,0.520573694055518,2,3,0.232919233736785,23,12,965,359,103736,3795,0.814061927764522,9,0.286708826992614,641.521809805275,0.294432262149446,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
36971,611,20,48,4,293,0.0301180873067815,3,1,0.068491577335999,31,28,2250,666,11131,7166,0.808526137673526,4,0.233600174702247,941.60752134255,0.400727333751064,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
92250,498,26,96,3,546,0.376525347989312,3,0,0.127805730626255,25,28,2542,2870,57738,14788,0.804456076049678,6,0.305424089331291,1025.89422007772,0.204474044888159,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
27888,530,8,48,2,777,0.090745881081911,4,1,0.399917398543909,19,21,3254,115,61835,14281,0.649759337744729,6,0.255648474484505,859.484834618139,0.704167312658407,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0
46181,585,24,72,4,374,0.551937232227571,4,2,0.536602643497164,17,26,2437,643,209751,90750,0.843947254017618,3,0.273137780169471,929.338164928831,0.338668672812325,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0
103112,610,9,60,1,466,0.299161861828086,2,1,0.447830164956331,28,11,4669,289,31789,20308,0.915461469235032,4,0.236155123454287,1032.22400690662,0.17436077355574,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0
74246,583,27,48,1,349,0.156633691534875,3,1,0.309761578651117,28,12,5625,494,111694,7718,0.885903171280036,4,0.265944403642008,912.439344626106,0.20387996842272,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
37699,487,19,96,2,355,0.250962844661691,2,0,0.0396521625797654,22,21,2367,538,67092,11274,0.855189653396253,5,0.29867689288909,809.992746872463,0.37082980881375,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
55160,566,2,60,2,809,0.397515865725411,3,3,0.12300951063364,24,20,2491,2251,18277,10779,0.921980253379419,4,0.212660972352206,538.678978480507,0.293186144702068,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
62852,609,27,48,2,390,0.397877031945838,6,0,0.256499371385519,24,27,7822,571,71768,23421,0.901655613689907,4,0.238039966075709,1671.79431378068,0.393647485606951,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
35591,559,12,12,3,533,0.20996442734346,5,4,0.534658912946911,29,9,935,921,54814,56231,0.683003038216239,2,0.208267277591962,955.424611690313,0.501843031673281,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
74123,465,17,60,3,185,0.175128219387533,3,1,0.375051873217773,26,17,2204,73,19372,23124,0.759363905668205,4,0.294404575599086,369.113665640326,0.0897071622530647,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
59387,544,8,72,1,720,0.198121196377175,5,0,0.406807829775635,20,20,5790,545,32190,4819,0.629915083168081,6,0.272337420011514,521.159150654367,0.250794109954239,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
19530,533,15,60,2,643,0.26742162782171,2,0,0.111499052705709,20,14,7280,1233,90564,11153,0.841063960723045,7,0.247165701559128,494.283788318751,0.698791882223503,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
25619,511,19,72,0,435,0.286969557911158,4,1,0.211247190651121,21,13,2991,948,39674,14261,0.905465838065947,6,0.248265559481034,365.650773679253,0.375026710025803,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
34274,577,11,36,0,265,0.240721520354601,4,0,0.496012107766468,27,25,3974,1019,34668,14445,0.832421817866223,3,0.171943566257767,464.743899707742,0.25549765993152,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
15248,515,27,36,0,212,0.163442092862108,3,1,0.455102908250232,23,29,3845,292,30509,40003,0.887380674435533,4,0.205161365735048,726.197837919302,0.738350869296407,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
20078,611,20,60,1,282,0.441554737355972,3,0,0.160886868383215,18,26,4448,2127,58499,10295,0.832166490837298,4,0.256500969644584,688.810238860567,0.580223272553382,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
87835,632,28,48,2,310,0.16377241689896,3,0,0.458089372168658,25,27,1365,436,32947,12571,0.841066433411684,4,0.217151037749374,519.276759912688,0.113295623828226,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94430,591,43,48,1,329,0.296750435885246,3,1,0.3196122334812,25,27,1469,204,12007,30138,0.977878184704777,9,0.226672794546929,551.341555644918,0.111872272241227,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0
58410,618,7,108,3,187,0.461770287280838,3,1,0.367581930335521,22,15,2358,210,59893,12503,0.669550740420111,0,0.265180054157654,807.569246008955,0.204328555934043,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
45271,568,23,24,2,384,0.5671538603144,4,2,0.338224428975111,26,4,7825,1417,35166,35863,0.750402520396109,3,0.208865939886948,1075.1574590705,0.386779384348611,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
35052,506,9,84,0,516,0.415672173363491,1,3,0.246271178302516,27,13,3494,171,178279,1516,0.894383745019243,3,0.309383850748328,419.666319180412,0.32032397096214,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
74922,576,9,48,3,672,0.334333074204537,1,1,0.146746820371084,25,20,1334,1002,38478,24807,0.803717472705132,5,0.208075312541612,473.859239884177,0.183528347863246,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
98825,663,41,12,2,90,0.452842967273553,1,2,0.370899595932393,14,19,1215,1239,4971,53232,0.871169371156114,7,0.160382783563665,1167.21328994494,0.152659342062629,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0
35954,603,27,108,2,503,0.285354601206713,4,0,0.422711192608829,27,21,5430,1385,22133,42978,0.833846655625069,5,0.29604013178777,577.682855335992,0.360688498193022,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
40688,550,7,48,0,145,0.442966033920206,3,1,0.53423084831181,27,17,4947,3518,62255,35939,0.848859486653971,4,0.290269739128557,809.962450253111,0.281644450526871,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0
21210,572,3,60,3,385,0.631931222753212,4,1,0.139674101015371,25,18,519,446,31696,10550,0.798758697282904,4,0.251914039448322,690.451000967677,0.608458840717215,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
55593,643,37,96,0,860,0.490027219476517,2,0,0.19221188455781,17,19,224,51,62353,5221,0.847585717885136,6,0.238002169347104,555.936779249858,0.305636345421155,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
24858,536,32,48,1,827,0.434300874234203,0,1,0.212353180396627,32,16,10324,1064,157789,41509,0.901808108406221,7,0.21129461115894,201.885080389729,0.49668601515314,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0
31769,526,30,60,4,568,0.29685913169286,3,2,0.276995557495258,32,5,1607,1652,12682,7411,0.811310535557946,7,0.273206879456587,801.429135347014,0.517269968339078,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
61340,617,13,24,1,174,0.0330052074761041,4,1,0.192126906728606,28,26,1887,2293,49705,6824,0.793594004452042,6,0.198417828530924,1242.10685331987,0.277034271924331,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
49168,617,18,36,0,315,0.1845029257279,3,0,0.374323020637541,25,21,663,1650,100987,54061,0.858169139200512,6,0.193657198960581,616.058381489024,0.227235205374803,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
27464,513,23,60,0,269,0.412122706822862,6,1,0.312464422540935,29,27,3550,3172,49313,11764,0.81314573295573,4,0.299120568574938,275.223177449143,0.237790494079148,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
34814,615,24,48,2,387,0.56111872213936,1,0,0.0328513135491679,28,10,4328,1799,15120,7116,0.607301632446798,5,0.239505097481978,538.032712962878,0.31884852517822,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
123514,632,35,60,0,612,0.650987804079518,1,0,0.102494406268855,19,6,2215,2437,17771,10230,0.836983140185356,6,0.249462,553.704248095317,0.113253971024692,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
44674,574,22,24,1,538,0.349458096291311,1,1,0.278403943852734,23,16,1576,207,63680,40187,0.758594686128477,10,0.232326292788575,1643.47905590581,0.585972795605268,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
34622,588,8,48,1,240,0.331616386037636,6,2,0.204891500405841,31,20,2785,222,119926,9842,0.839277899799227,8,0.237444068364746,647.23381191085,0.307515618477563,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0
42964,546,17,72,3,157,0.557998638180755,7,0,0.3839663788394,22,23,1152,1149,81363,38761,0.846255113838554,4,0.232230378155478,416.300632976667,0.160124932402011,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
87263,575,34,60,0,242,0.165507473990325,3,4,0.104670111369744,21,29,651,227,127193,26600,0.861476538570115,5,0.249407874187729,630.160731993814,0.119935468456571,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
36477,577,44,72,1,210,0.0521072363607904,4,2,0.351762967666493,25,18,313,607,108038,28726,0.832089131798871,4,0.281580192833719,824.133995031168,0.340203633532747,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
21728,643,38,48,0,191,0.15258125437662,4,0,0.124390546003308,24,9,2296,377,37853,8810,0.884265412983624,5,0.206672806472375,610.968350589453,0.442913301135559,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
67500,589,31,60,0,301,0.183311978980969,2,2,0.0968833734797559,33,4,481,2430,78608,35775,0.751449396193217,3,0.260685967267185,789.312234757807,0.193833286179166,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
92706,627,29,48,2,304,0.277327938637374,2,1,0.280969201544283,25,10,1741,779,19927,11032,0.821533813047833,4,0.224463185295823,488.043789638137,0.102523304593636,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
27792,550,4,48,3,575,0.436906804917167,3,0,0.204323097227264,34,14,4679,1151,39139,28880,0.75904604340675,4,0.239457093508646,1089.46253710581,0.718679851945513,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0
116551,558,26,96,0,340,0.204938042070505,2,1,0.527500802495882,22,8,6369,1211,83685,27575,0.956584411054392,8,0.2260008,598.992752975481,0.0966779610274109,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
53571,519,35,36,3,248,0.182934191461141,2,2,0.333333800894505,22,16,2430,759,130584,21078,0.733092765961874,4,0.223884643895292,1419.57188245013,0.373539089981549,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
30590,546,38,48,0,265,0.354727078206204,4,0,0.160075432319881,25,17,3190,655,37086,67348,0.800259942084557,4,0.241710416936842,396.804305367692,0.259615941955289,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
55812,612,22,60,0,563,0.413660849989506,4,0,0.104848938987575,29,12,1292,632,83237,10129,0.680950716391544,8,0.232885769205862,133.814401953745,0.14982034013196,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
63559,571,0,60,1,223,0.211794201530788,3,0,0.274716233219908,23,27,2063,3704,58927,23404,0.901211532350709,6,0.26777528655052,630.851843134272,0.161208044771177,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
23447,492,18,60,0,712,0.195287240873815,2,0,0.470021111640105,33,8,2330,3474,13239,7876,0.546330853423051,4,0.267816937556764,332.204841170001,0.534416261954195,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
102472,438,4,48,2,267,0.232256001063171,2,3,0.277924914759599,23,6,1091,1320,189263,52751,0.867499007581942,5,0.270477610192382,939.186452804654,0.14125065806909,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
74805,654,25,48,2,558,0.573193397727728,2,1,0.483896106563874,18,7,2493,1262,133054,8416,0.922669407620226,5,0.193719366658616,575.8709990232,0.181892279771117,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
65027,539,10,48,0,590,0.204836743306486,5,1,0.388532107686145,25,29,2022,1001,41102,8982,0.917509010265619,6,0.255568624215327,1360.72760867787,0.359984795610045,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
75623,589,9,120,0,512,0.240668214950892,3,2,0.160690029452179,24,3,6442,1325,51517,24300,0.850819493856446,5,0.250397510837585,542.920354497031,0.167396747735006,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0
44874,545,4,36,3,202,0.3589994553347,4,1,0.158647925103257,19,10,2331,524,42013,10856,0.76829701264862,5,0.269295101531151,1033.75684540487,0.330460448029114,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
106388,518,6,36,0,491,0.259061998690104,4,1,0.25648685154151,21,4,1153,1517,48469,28918,0.644515356513848,8,0.277422245255847,1239.0420164958,0.195139528874964,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0
80427,572,9,60,2,635,0.451118985960787,5,2,0.191965268020794,34,3,1103,474,31203,78542,0.702300580405736,4,0.220619452312526,674.650487109507,0.195404601008543,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
86748,513,4,72,3,146,0.171575438433207,3,0,0.0869087704228101,25,17,182,266,61498,12825,0.929493970316378,3,0.284803274480389,544.964786823406,0.0955823470498556,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0
52825,572,17,24,0,549,0.176137155463232,2,1,0.254834504429683,26,23,1063,584,86220,33289,0.832007560831599,8,0.217423359861898,731.500394089949,0.290885087157206,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
61983,635,7,48,3,305,0.117192985583649,2,0,0.35247401412806,33,23,2348,2309,87268,39242,0.904644560643728,6,0.172242343872018,403.076081663922,0.137084571252877,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0
97910,649,22,48,3,371,0.461885948143864,1,0,0.0876916486076484,24,11,1116,1259,12146,3612,0.809125362570673,3,0.1425152,209.849310588946,0.0711897837510709,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
64403,639,9,36,0,212,0.193018211257603,4,0,0.203527625291604,26,25,1759,771,93661,7187,0.828027138265214,5,0.198807090581844,872.102003560868,0.201997174708172,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0
55997,527,22,36,1,720,0.210517143628132,1,1,0.285208729602396,29,9,1701,1489,21077,37865,0.679245075422334,9,0.252853609623638,387.055959166878,0.237238986195734,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
35295,626,7,60,0,557,0.349935572026987,2,1,0.197795446420942,22,27,5142,942,61420,47345,0.767805108597114,8,0.263240838532213,922.962495618194,0.503174669143457,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
28624,591,0,36,1,535,0.190526487189579,3,1,0.275711637168957,34,14,6059,1018,75653,89933,0.784290373009606,9,0.230613012124245,865.837788280587,0.587271291900749,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0
41957,633,18,60,2,825,0.314379771977851,1,0,0.387632680008369,18,14,1303,1459,23190,13044,0.843359283416883,4,0.19205304223296,283.567907724417,0.317058295223515,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
63120,485,5,36,1,246,0.236147728254608,4,0,0.198929040500045,19,18,9151,2855,12006,49119,0.880353172989749,4,0.271966668847621,563.044049319321,0.153810655764129,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
53408,611,0,36,1,642,0.385604422941866,2,0,0.220529440242053,26,25,758,275,130580,1182,0.605394558755714,6,0.206477416169635,913.627182527074,0.349526778578582,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
45153,589,6,60,0,262,0.286350873375297,2,2,0.10586100435704,30,26,519,1044,53932,13566,0.921436684657232,4,0.240358459471025,732.156150140962,0.264209992728978,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0
56490,609,15,60,0,117,0.355628893916585,4,1,0.0269395995320965,27,25,2078,1720,30063,7859,0.826622098403431,2,0.214520656085015,362.57200824375,0.101874032553107,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
68350,629,22,36,0,343,0.405367404975867,3,3,0.252549266365858,15,18,5274,266,49376,22825,0.873341043525704,2,0.180476641040616,379.055383374936,0.126769050482798,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
52719,614,15,60,0,798,0.348196721286684,4,0,0.191630290821595,18,6,5361,157,121275,6166,0.814559629991868,3,0.181854738298398,309.55340117003,0.252103431666768,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
34147,561,38,24,0,291,0.238455131014076,4,1,0.410628628195693,30,1,929,2791,94893,6588,0.857058145753377,2,0.236557415070751,1487.8630333958,0.625131238490924,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
52656,582,0,48,1,362,0.420974273681754,2,1,0.175691947313273,26,5,9540,948,10488,37160,0.795049032855678,4,0.242972645558089,405.287496323709,0.174860413929742,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
73090,532,12,24,0,556,0.242713151083964,4,0,0.30862005087373,30,6,2334,2608,47421,4639,0.825561533933176,7,0.193829411438697,516.37119696536,0.176063132625316,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
19553,559,6,36,1,351,0.494974557151036,2,0,0.199440797030163,30,1,770,903,19511,49921,0.811941913744868,6,0.217096867007024,848.073323786624,0.735891161736792,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
28539,572,12,48,4,214,0.308774136258864,3,1,0.217689753998777,18,20,2056,633,191452,40381,0.870449098179491,4,0.241147427311874,855.732911826951,0.449798344087859,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0
47130,630,26,60,0,778,0.141497628085897,6,1,0.252369319011915,29,18,3499,514,24128,6835,0.886649525444343,4,0.191941332692084,687.028536482976,0.373018086946652,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0
35985,558,21,96,2,230,0.234083216536659,2,4,0.0292530881135653,24,8,3134,4157,33938,80978,0.659389128618465,2,0.257661143966625,494.84382606668,0.241715323406979,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
51792,444,30,72,0,429,0.0676765234491482,7,1,0.210259639525945,21,14,882,1142,32400,7823,0.589677551135081,2,0.255785002904822,275.716332135354,0.163279965740351,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
84197,590,8,24,2,628,0.516220809215359,4,0,0.0975577525119543,18,12,538,383,113077,17564,0.941629141315275,4,0.186484944773041,565.98133861057,0.170169674255934,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
56699,524,4,36,1,370,0.388969595363355,4,2,0.233166249844038,24,3,6949,2930,68027,17358,0.695345606886032,8,0.208109784231997,720.484646467413,0.230794471818003,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
15844,558,0,48,0,366,0.367816461818087,3,0,0.275212241188828,34,15,1021,1293,87797,9416,0.960805031211414,6,0.256023969735774,409.12915852706,0.587070809285832,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
95344,527,10,84,3,378,0.102881820662225,6,0,0.59134363141583,23,14,1494,505,45262,33833,0.927501832839901,4,0.305547875944755,813.885803335785,0.150010799211586,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
26417,632,25,60,0,305,0.16746523577106,1,2,0.222345637600574,26,27,7969,2468,19390,15294,0.714799067819573,3,0.258300197593889,955.056512264289,0.572384379269844,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0
40310,544,11,36,0,426,0.436514702552244,1,3,0.584894688967626,26,24,859,385,47499,18706,0.931674202991431,9,0.260159378873359,947.512700493217,0.408884951771734,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1
62164,567,7,60,2,566,0.544006517569327,3,1,0.18739122229371,20,9,3809,318,54972,5271,0.869297587754734,10,0.200761025983481,762.757859575407,0.256500455487177,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
101205,506,14,60,3,499,0.168229498091926,2,0,0.0815084664492362,33,25,4761,1186,145502,13889,0.827798056305268,1,0.248346052710886,704.359093799282,0.142683752043786,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0
